x,y,z,kmeans_cluster,dbscan_cluster,image_id
-0.9303896,-54.957344,-25.543978,4,-1,268
-33.786564,12.981607,19.978054,6,-1,269
3.6660442,-11.17941,33.021168,7,-1,270
-41.391953,-23.777893,-6.947126,1,-1,271
-17.130915,-13.003334,60.096184,2,-1,272
13.137499,19.60427,19.909893,0,-1,273
7.8302693,32.477497,-11.812,5,-1,274
-1.0328813,-12.779371,-2.3731313,0,-1,275
16.687357,-3.5356405,-14.787399,5,-1,276
-3.6562848,3.9546525,-3.4844637,0,-1,277
-20.648418,-45.319702,4.583699,7,-1,278
-5.368295,-10.631353,22.008945,7,-1,279
6.6368704,25.251644,-45.801846,3,-1,280
-32.538387,37.299915,-31.019508,8,-1,281
-6.031359,-32.004375,62.55762,2,-1,282
43.875187,10.352593,-19.621603,3,-1,283
16.470272,28.435734,-24.957176,5,-1,284
27.584263,36.706272,-45.571735,3,-1,285
18.25366,26.814909,11.115682,1,-1,286
-25.030539,25.598175,-32.56034,8,-1,287
17.907982,-17.829988,-16.515831,9,-1,288
51.1274,2.3321114,-26.120071,3,-1,289
31.20581,16.871817,-4.696783,9,-1,290
-5.186682,18.947538,26.745398,6,-1,291
-17.111202,-42.319057,35.945824,2,-1,292
42.60685,3.937264,-48.828987,3,-1,293
17.00354,-7.732497,16.464705,0,-1,294
-7.1603665,50.54783,29.15608,6,-1,295
-13.869367,-40.123566,54.779575,2,-1,296
-25.982504,38.177574,5.5704103,8,-1,297
-25.337666,35.9839,25.544361,8,-1,298
-18.67197,-24.193375,42.13868,2,-1,299
-9.114912,-50.357853,48.79516,2,-1,300
-17.081617,-17.584803,40.98148,7,-1,301
25.489796,-24.71922,21.457916,0,-1,302
11.738086,10.230926,22.10305,1,-1,303
0.38197187,-29.396816,45.98981,6,-1,304
-14.6921835,34.089886,-6.4912663,8,-1,305
10.573406,52.200848,-15.005914,5,-1,306
-17.803024,-59.517506,12.393023,7,-1,307
40.294056,29.772589,-40.281796,3,-1,308
-11.217469,0.1532952,18.738155,6,-1,309
4.7324934,-0.66583115,-25.496153,5,-1,310
-23.315031,-22.605326,52.084526,2,-1,311
-31.151945,19.79177,-36.017338,5,-1,312
-30.589832,16.509016,12.007235,8,-1,313
-16.033997,-32.403217,9.5274315,7,-1,314
-17.392128,52.782055,14.612969,9,-1,315
-26.425152,-34.50512,20.413538,7,-1,316
-0.56332695,-66.05418,-6.954964,4,-1,317
10.009002,-13.672399,23.894438,7,-1,318
-22.93073,-14.282313,1.587716,1,-1,319
-35.383774,-16.175253,38.038437,7,-1,320
-27.057951,-9.557092,14.6685705,6,-1,321
2.2842958,15.341566,6.844131,6,-1,322
10.10309,-19.588434,41.242634,1,-1,323
-4.743532,-27.933826,8.633816,1,-1,324
39.299343,21.715864,-1.5142826,3,-1,325
-5.9653068,-50.437054,-5.1531267,4,-1,326
-36.8192,-21.712683,-2.8167431,4,-1,327
25.867966,2.3157563,37.058384,7,-1,328
-16.428465,-31.64942,41.631172,2,-1,329
35.82276,33.29116,-24.210863,3,-1,330
48.883728,10.382781,-30.553295,3,-1,331
-25.49369,15.691916,51.945854,4,-1,332
-25.194508,-9.733434,55.284954,7,-1,333
-12.954523,-21.494467,52.678932,2,-1,334
25.274612,17.762102,-59.676186,3,-1,335
-43.834404,-5.175738,28.942587,7,-1,336
-0.32792002,-4.578972,-25.097967,5,-1,337
-37.85779,10.589291,10.574292,8,-1,338
25.248156,-13.612728,-59.939453,9,-1,339
-26.147497,-37.954983,65.25237,2,-1,340
11.341251,-30.362123,35.574467,7,-1,341
-31.532143,19.192904,22.271564,6,-1,342
-48.247402,-12.989628,-27.65471,1,-1,343
-30.800213,12.823563,-6.6730547,8,-1,344
-21.572638,-21.655153,-9.406923,0,-1,345
-3.7164059,-27.282356,-40.379284,9,-1,346
-20.611746,-28.459066,61.31929,2,-1,347
-9.559672,15.669051,-0.7875635,8,-1,348
27.877373,22.295277,-51.251194,3,-1,349
40.781326,26.440228,-46.04265,3,-1,350
39.75452,53.5044,-40.280876,3,-1,351
-15.836881,31.38853,-37.48601,5,-1,352
-10.092505,23.488522,23.682085,6,-1,353
-12.382305,5.362117,31.798746,6,-1,354
-30.238766,-53.087906,-5.9590073,4,-1,355
3.7334769,-35.185913,46.23533,4,-1,356
18.364264,-13.544674,37.05142,1,-1,357
10.409909,48.89412,-4.617463,5,-1,358
-26.00757,39.8888,-11.260665,8,-1,359
14.810792,21.849274,-51.840134,3,-1,360
-31.208883,-4.9613843,-22.493343,8,-1,361
-1.1939509,46.049828,-21.730387,5,-1,362
34.687035,14.772592,-21.310314,3,-1,363
25.214071,30.154768,-50.96128,3,-1,364
15.508515,-28.547523,-23.370296,9,-1,365
40.999977,42.499832,-40.638577,3,-1,366
11.669421,-18.152246,11.407443,0,-1,367
-0.9917465,27.780684,-16.380081,5,-1,368
49.05283,36.639957,-30.62107,3,-1,369
-4.6735897,-2.835548,54.917603,7,-1,370
19.54846,-26.578722,-16.117025,9,-1,371
41.068222,16.276293,-43.953175,3,-1,372
23.056532,3.0177772,25.557255,0,-1,373
-5.642822,6.5938363,2.2877471,0,-1,374
24.318138,-25.22638,-39.17026,9,-1,375
11.26252,-20.376276,-23.392508,9,-1,376
34.404156,-4.3700104,-59.00341,3,-1,377
-1.4976223,20.781836,-7.418273,5,-1,378
-14.241069,-21.456915,35.392605,7,-1,379
-21.837559,-31.395653,44.993782,2,-1,380
31.437532,33.131638,-57.63561,3,-1,381
-25.242777,39.30621,18.953749,8,-1,382
52.38812,4.1371903,-32.563984,3,-1,383
2.7936618,-29.21536,18.91798,6,-1,384
-18.92558,29.51837,4.0704694,8,-1,385
-6.213169,-41.825382,1.4435859,9,-1,386
-13.617673,0.26958716,-6.6868324,8,-1,387
22.523098,-23.207813,27.082375,1,-1,388
30.113317,-27.813936,35.4164,1,-1,389
32.655884,15.549135,-10.809761,3,-1,390
-12.30088,26.20362,14.683451,8,-1,391
34.945026,26.088337,24.674772,0,-1,392
-2.5511475,13.906188,18.610992,6,-1,393
36.12478,1.4887853,-49.007294,3,-1,394
-20.461256,-41.02978,46.273792,2,-1,395
8.17451,-14.269497,46.455692,0,-1,396
25.36902,-11.556919,0.6532563,0,-1,397
-21.679306,27.459492,-21.369547,8,-1,398
-1.0094562,-11.299985,-53.58947,1,-1,399
28.876945,20.620272,-64.509796,3,-1,400
12.356392,29.275095,-4.6808486,5,-1,401
17.410172,-45.211792,-15.864494,9,-1,402
-6.1179285,24.613024,-21.473211,5,-1,403
-6.5185266,29.286798,-40.609226,5,-1,404
-34.698902,-32.84952,20.782091,7,-1,405
-25.124231,45.79833,-4.857571,8,-1,406
41.48205,37.854343,-16.886833,3,-1,407
-2.4343612,53.873695,-8.464319,5,-1,408
-31.998985,-7.6674705,3.8680313,6,-1,409
-4.5548596,-69.26221,-11.5109,4,-1,410
-27.577679,28.046593,-21.15412,8,-1,411
44.898323,-8.808681,14.938379,1,-1,412
-22.980703,-21.889793,57.90076,2,-1,413
35.954937,-15.568345,-36.348854,9,-1,414
15.016461,9.367676,-51.344414,3,-1,415
-41.238132,16.589628,3.5057108,8,-1,416
-19.008806,-13.055414,-24.922588,1,-1,417
30.330208,-2.5631123,18.19265,1,-1,418
4.237283,-25.921972,-2.340618,9,-1,419
-15.932906,-49.598473,14.473038,7,-1,420
-46.428684,-22.790747,-6.7724276,1,-1,421
-8.021321,41.71673,2.3948627,5,-1,422
7.6649923,-2.4809883,4.892359,0,-1,423
-5.6867313,18.438465,33.3305,6,-1,424
34.255898,5.735189,-36.98306,3,-1,425
-31.77216,-20.511839,-26.337942,1,-1,426
30.064837,12.667988,32.434696,7,-1,427
23.80504,2.9462664,-71.89665,3,-1,428
-5.7120976,27.619095,45.386818,8,-1,429
-4.944223,0.84054196,2.9275467,0,-1,430
-45.21026,-8.087866,-29.219465,1,-1,431
-36.74877,-5.2439885,29.365479,7,-1,432
13.336612,-5.651693,22.672771,0,-1,433
-11.383956,-17.645594,14.311181,1,-1,434
-5.5925493,-28.881107,-23.296776,9,-1,435
-10.094125,-26.632116,22.008224,7,-1,436
-6.471521,-6.1649075,43.038486,7,-1,437
8.633465,-8.8829,4.4234815,0,-1,438
49.92499,42.2668,-38.420395,3,-1,439
50.678753,25.405153,-44.45001,3,-1,440
-31.286066,-39.838,10.746355,0,-1,441
28.3311,-6.620504,-46.73436,3,-1,442
13.8756695,15.4810095,-42.251953,3,-1,443
-36.83417,-10.249313,-18.781569,1,-1,444
5.46509,-60.987644,11.941321,4,-1,445
-41.100998,-10.763029,-32.675407,1,-1,446
-32.585155,26.316895,10.736367,8,-1,447
-17.260578,3.6092691,22.811697,6,-1,448
-35.962513,23.083967,1.8232758,8,-1,449
-4.484812,-21.834272,-40.738865,9,-1,450
43.50204,6.8679786,-30.098728,3,-1,451
-17.390015,-14.499068,-4.935149,1,-1,452
3.2590756,-37.835587,-32.85218,9,-1,453
18.216816,15.515733,-49.188572,3,-1,454
-22.980953,2.295793,30.51675,6,-1,455
-29.327467,-37.000034,26.52286,7,-1,456
16.880928,-64.58774,7.0858326,7,-1,457
-23.324497,-5.775031,43.816933,7,-1,458
-2.1752708,-8.8451185,-28.70294,5,-1,459
-33.046078,-2.8075957,-27.65522,8,-1,460
-9.331143,-35.60329,39.779205,2,-1,461
42.45843,26.184082,-5.778994,3,-1,462
-16.454971,-14.020741,16.599636,6,-1,463
-42.65214,-9.323099,38.795322,7,-1,464
-12.394071,-52.121155,22.837915,7,-1,465
12.071468,-45.182476,-8.758948,9,-1,466
-40.834396,-2.5226667,16.451113,8,-1,467
30.046965,-6.376987,26.008753,0,-1,468
22.78914,38.909203,-19.854874,3,-1,469
-16.881273,-3.3401198,16.471384,6,-1,470
-5.425811,-35.32133,-13.756985,9,-1,471
-14.090595,24.26467,-21.776617,5,-1,472
-3.7859185,37.140545,-2.9384367,5,-1,473
25.841099,-26.898104,-1.1034112,9,-1,474
16.665342,-34.488827,-8.843813,9,-1,475
-9.341858,-33.287365,30.834816,7,-1,476
16.935541,6.5327697,-34.139526,3,-1,477
-25.956882,-1.3975289,-8.058328,1,-1,478
0.48925593,-50.305088,24.02098,4,-1,479
34.56218,30.214804,-2.080463,3,-1,480
-20.54742,-33.88692,54.534096,2,-1,481
-31.808006,23.474495,-32.725567,8,-1,482
12.45174,-14.277189,-0.7698597,0,-1,483
-42.90008,-15.943084,-11.248868,4,-1,484
17.025572,-0.28158516,-40.039646,3,-1,485
35.590385,20.982924,-45.267952,3,-1,486
41.852795,30.446566,-53.023315,3,-1,487
24.137058,-2.1934106,44.77266,7,-1,488
-28.655,21.65989,11.087531,8,-1,489
44.45468,41.01697,-27.200201,3,-1,490
11.4087715,-11.853749,-26.252594,5,-1,491
-15.0243025,52.20889,-18.67822,5,-1,492
48.008835,20.985157,-9.665954,3,-1,493
40.427452,32.040916,-19.313044,3,-1,494
-10.027703,45.54404,-17.897158,5,-1,495
3.5787487,38.845688,8.449797,8,-1,496
6.0458336,10.75728,24.924152,8,-1,497
-4.479157,46.20814,28.434538,6,-1,498
-24.903746,32.966156,9.769483,8,-1,499
2.8977392,-32.674946,14.31988,7,-1,500
-25.268082,-37.993694,49.698467,2,-1,501
37.240673,-12.053976,35.207222,7,-1,502
-11.298763,-4.1022434,37.647346,7,-1,503
25.725328,1.8698224,-36.83243,3,-1,504
28.660187,5.712488,40.915607,7,-1,505
-29.332518,-24.869772,1.9755888,4,-1,506
11.935873,1.3050131,-27.304726,5,-1,507
56.70799,11.993513,-27.006414,8,-1,508
-11.393464,-42.580746,31.72127,7,-1,509
-36.808304,-1.7244935,-31.957922,8,-1,510
-16.91081,-38.39732,49.610043,2,-1,511
-15.757062,-26.182981,57.299046,2,-1,512
53.279236,33.41629,-35.963657,3,-1,513
15.792947,-18.788195,24.886183,1,-1,514
11.4862585,26.837748,46.986214,0,-1,515
2.3536396,46.775158,-13.791195,5,-1,516
53.30892,16.883417,-25.666351,3,-1,517
-43.993504,-18.449013,20.485384,9,-1,518
-26.314186,16.74752,-24.195631,5,-1,519
-23.855156,-12.344794,-23.026539,1,-1,520
-8.048421,-42.683037,-18.893946,9,-1,521
7.136387,2.722547,-16.390732,5,-1,522
1.4381437,-36.47025,-17.3603,9,-1,523
-16.54564,33.958996,-12.115606,5,-1,524
-11.118659,-65.82835,-22.114647,4,-1,525
13.508174,60.30213,-7.2534504,5,-1,526
-33.6974,30.122053,-11.898201,8,-1,527
43.52137,-24.966473,-0.35599208,1,-1,528
-24.957472,-21.124504,28.538887,7,-1,529
11.714298,7.7050247,-45.707092,3,-1,530
-6.495214,-10.549493,-2.0744653,1,-1,531
41.438763,48.508854,-48.169605,3,-1,532
-37.8501,-2.416154,-20.375896,8,-1,533
-18.020792,0.40466097,54.578377,2,-1,534
-22.521534,-48.780746,45.302,2,-1,535
-44.055374,-32.641098,32.96808,7,-1,536
-5.0381103,-24.600307,45.921265,2,-1,537
7.117064,3.8914986,-47.56303,5,-1,538
11.577387,11.435694,-24.765516,5,-1,539
41.12734,35.437386,-37.963673,3,-1,540
12.6014185,-55.04378,7.1304913,4,-1,541
36.632,27.624638,30.305363,6,-1,542
1.5529559,-56.106792,-18.845646,4,-1,543
-36.727257,2.5165555,-28.581644,8,-1,544
24.151451,9.322891,-39.91318,3,-1,545
42.392464,28.527863,-25.473066,3,-1,546
-13.358039,-35.865818,44.23853,2,-1,547
-9.349449,-21.175371,18.068586,6,-1,548
-14.442572,-1.2497969,-22.996721,1,-1,549
-9.55018,-25.183027,-2.0002224,9,-1,550
9.015885,-29.33301,-31.214699,9,-1,551
-4.42623,27.492283,-26.72085,5,-1,552
-41.575706,-12.285343,3.6296356,1,-1,553
27.890137,27.862371,-57.383015,3,-1,554
3.992825,-46.348278,28.983604,6,-1,555
-35.214535,-33.518265,41.63111,2,-1,556
-30.052713,-48.860218,5.036506,7,-1,557
-2.3066082,-5.714831,23.656328,7,-1,558
-9.946411,19.384964,28.686,6,-1,559
-18.378792,47.716484,-4.30757,5,-1,560
6.0046377,-63.60271,-5.5834513,4,-1,561
-13.122338,-45.454105,51.717705,2,-1,562
0.21234572,-1.994424,53.979836,7,-1,563
-23.875921,-58.925182,18.188915,7,-1,564
-16.501375,-4.461589,-15.97047,1,-1,565
14.663206,14.561093,-54.976826,3,-1,566
-26.48993,-22.482254,7.3611994,4,-1,567
23.24817,13.69094,-54.538223,3,-1,568
-3.9621873,8.48744,31.110641,6,-1,569
1.5229392,23.108742,47.32861,6,-1,570
4.327698,-33.35774,-12.34903,9,-1,571
45.542225,33.134167,-8.117583,3,-1,572
25.610584,-5.646063,1.789241,1,-1,573
-5.4323792,-44.843105,60.020664,2,-1,574
-18.862288,-31.781477,48.952515,2,-1,575
-29.170162,15.820506,-13.064699,8,-1,576
52.4149,8.408292,-16.580748,3,-1,577
-0.9036913,-47.493805,-30.444334,9,-1,578
