x,y,z,kmeans_cluster,dbscan_cluster,image_id
-34.32419,-14.733136,-25.33289,1,-1,579
-25.620491,-46.888214,25.69719,7,-1,580
-3.522148,39.024376,-8.283459,5,-1,581
23.897278,5.236289,-1.0569079,1,-1,582
-5.07221,-45.124355,21.332275,7,-1,583
-6.2495904,22.96413,-5.2210455,8,-1,584
22.958654,21.681923,-14.6568575,3,-1,585
-10.384226,-3.1204371,60.848583,7,-1,586
-21.027565,-42.730137,19.233845,7,-1,587
1.5888313,34.312794,-20.51228,5,-1,588
21.517456,39.32437,-42.948753,3,-1,589
-9.268795,-40.837894,61.22784,2,-1,590
9.745841,10.49319,-57.471382,3,-1,591
-13.047049,14.901365,34.016216,6,-1,592
-14.89366,-51.92217,37.434162,2,-1,593
21.442886,15.805743,-8.955745,9,-1,594
36.478203,-22.838526,-37.319862,9,-1,595
-11.321296,-50.411465,-25.791384,4,-1,596
25.757181,13.408538,29.294992,7,-1,597
-29.451382,-14.338923,4.367982,4,-1,598
-35.835464,-8.9337,43.57735,7,-1,599
17.744774,39.333843,-24.346191,5,-1,600
-39.73419,-3.6301003,-26.809547,1,-1,601
-26.310472,35.54615,-2.1830668,8,-1,602
-7.482755,21.610212,13.749309,6,-1,603
38.34859,39.252953,-31.376453,3,-1,604
-20.464436,-35.578712,65.86021,2,-1,605
30.872393,0.15796448,43.81771,7,-1,606
33.74041,-17.45285,20.87397,1,-1,607
-48.310753,-7.9426694,26.469118,1,-1,608
23.180563,41.034966,-53.39876,3,-1,609
-16.964993,-6.076211,36.126225,7,-1,610
49.968067,16.740911,-32.366283,3,-1,611
-14.783497,42.008923,-33.148014,5,-1,612
-10.63811,41.824123,-25.903242,5,-1,613
-48.70189,-11.14122,-16.656769,1,-1,614
-14.041505,4.7579217,-33.38873,5,-1,615
-5.9398904,-15.696618,-38.717113,0,-1,616
41.534748,6.4259667,18.045984,7,-1,617
7.4377575,-5.2798505,31.555378,0,-1,618
53.53789,17.370121,-19.299637,3,-1,619
0.75706357,-65.656136,3.131647,4,-1,620
44.50595,3.1487494,1.7964717,1,-1,621
33.94628,28.941057,-17.991982,3,-1,622
6.874393,1.6126387,32.20435,6,-1,623
-8.747486,-32.01723,-29.094975,9,-1,624
44.993748,28.543709,-43.174973,3,-1,625
34.19665,44.71555,-48.51094,3,-1,626
-20.539015,-41.85165,10.929772,7,-1,627
-10.296481,-58.017162,-5.4373403,4,-1,628
33.514206,26.68083,-35.360302,3,-1,629
-25.507206,21.664804,0.2960906,8,-1,630
0.08140683,5.542938,3.2433567,0,-1,631
-23.104506,-11.284188,35.01484,7,-1,632
-37.591858,14.481574,-14.07743,5,-1,633
5.569152,-60.5752,-20.783777,4,-1,634
5.498284,-0.78807765,61.530476,7,-1,635
-4.020835,27.65123,-33.574696,5,-1,636
-23.450035,-51.232754,12.589104,7,-1,637
1.1847489,3.4235957,-14.738314,5,-1,638
35.65177,-22.30164,-11.652906,1,-1,639
23.14127,7.195197,12.636861,7,-1,640
-15.637467,-3.4670823,58.978382,7,-1,641
-13.2718935,40.39699,5.435071,8,-1,642
3.95073,-39.477848,-1.308428,9,-1,643
5.2838526,16.993288,-47.322357,5,-1,644
53.54482,19.372347,-35.577812,3,-1,645
-16.150581,51.433186,-30.032578,8,-1,646
-6.528887,-37.96249,-32.657745,9,-1,647
24.770134,-52.355213,-3.6143608,9,-1,648
-1.196231,-10.275901,-9.407116,0,-1,649
-43.96855,-0.5057317,40.0392,0,-1,650
31.067196,0.5989003,-51.669422,3,-1,651
29.817732,-14.287195,8.302591,0,-1,652
-12.785727,9.872179,5.9341607,0,-1,653
30.255312,13.553661,-55.24537,3,-1,654
-32.733036,39.624584,-7.9819007,8,-1,655
47.75989,28.406513,-23.049309,3,-1,656
53.994896,19.077158,2.1556401,3,-1,657
-20.34261,-56.480164,34.716114,4,-1,658
-11.382203,37.052097,-45.251766,5,-1,659
45.779686,10.320857,-48.964436,3,-1,660
-23.698235,-37.207302,3.4288993,7,-1,661
10.848844,-38.32,-11.776044,9,-1,662
3.4873774,-28.391853,49.429184,2,-1,663
16.901411,15.332559,20.519352,0,-1,664
0.6262712,14.60293,-25.901491,5,-1,665
34.82333,32.93729,-65.89592,3,-1,666
-12.724195,40.42285,-10.704483,5,-1,667
36.150246,26.48287,-29.746216,3,-1,668
-37.23979,-36.966434,5.50323,0,-1,669
-19.718157,-29.287657,66.896164,2,-1,670
19.572187,1.4564177,11.184271,1,-1,671
-19.797426,9.696521,35.05596,6,-1,672
-46.618767,-0.04267951,28.479288,6,-1,673
-37.00771,9.9255295,35.698093,6,-1,674
-1.8907081,2.7848163,-30.474459,5,-1,675
-29.752287,-8.797663,44.463734,7,-1,676
35.113934,51.196995,-39.794765,3,-1,677
-2.0416374,34.380394,-54.533085,8,-1,678
-8.378972,9.09976,52.45552,1,-1,679
38.53177,10.917128,-54.029354,3,-1,680
-23.067041,-16.033117,32.10463,2,-1,681
2.4620361,-37.609882,-26.684752,9,-1,682
22.256798,32.290054,-9.464569,5,-1,683
22.387945,-6.8670654,-45.191315,3,-1,684
-2.1905046,-21.360651,48.765022,2,-1,685
27.383917,-2.1453164,-31.836782,3,-1,686
10.453444,-63.174744,14.72833,7,-1,687
-37.003464,3.8206775,16.492603,8,-1,688
17.660976,23.537008,33.436737,9,-1,689
-2.9141705,-25.430391,-1.1951736,7,-1,690
-15.284998,25.34492,29.58252,6,-1,691
-15.995643,38.041206,20.860912,8,-1,692
-3.2205129,-43.89518,-6.39482,4,-1,693
-0.40700874,32.08801,-37.967873,5,-1,694
-38.016853,1.9747611,28.8051,5,-1,695
-14.846364,44.09456,-21.279753,5,-1,696
1.1567537,29.055782,5.9087014,0,-1,697
-0.43734074,-64.17358,-25.940996,4,-1,698
-10.106517,6.2977633,48.31784,1,-1,699
-4.6237097,-59.409176,-17.753263,4,-1,700
-45.845554,-9.171004,7.815828,4,-1,701
-18.173492,-15.968022,21.208288,7,-1,702
-20.077253,36.053425,-35.803604,5,-1,703
22.398914,10.919621,26.45897,0,-1,704
50.551144,-17.324465,0.57778233,1,-1,705
-22.469542,30.150986,21.83259,8,-1,706
29.938215,12.480556,-47.509464,3,-1,707
17.79046,2.6423533,-26.671612,5,-1,708
-4.9344707,50.723568,-32.002537,5,-1,709
8.073632,10.249697,39.093735,6,-1,710
-16.76548,20.599535,-39.618053,8,-1,711
6.1605783,40.908066,-24.89752,5,-1,712
14.599924,-51.026257,11.138019,4,-1,713
35.380386,7.489285,31.241917,7,-1,714
17.484581,-28.177229,13.749781,0,-1,715
17.571056,-4.3086963,46.94194,7,-1,716
36.738094,-22.735184,-17.017643,3,-1,717
-28.655247,-55.27389,14.8325205,0,-1,718
10.581996,12.4481,-47.317455,3,-1,719
-11.331371,-53.753242,-9.510998,4,-1,720
-5.1924515,22.12925,-36.140263,5,-1,721
22.233599,53.07308,-4.784983,5,-1,722
34.375675,18.011017,-16.435335,3,-1,723
-23.89574,19.719618,-26.898699,8,-1,724
-1.6784177,18.101183,-17.923681,5,-1,725
36.152798,37.915115,-39.593216,3,-1,726
14.371403,33.670673,2.314167,1,-1,727
43.225433,-19.838015,-19.738459,1,-1,728
-43.56354,-14.664291,-15.891412,1,-1,729
-12.51679,-35.310875,2.762622,7,-1,730
-20.768887,27.266113,11.729873,8,-1,731
10.386787,-55.6653,-8.85661,4,-1,732
34.798656,5.8035717,-56.83409,3,-1,733
49.79028,4.375232,-48.873447,3,-1,734
-30.580292,16.19503,1.0319266,6,-1,735
43.79285,34.109585,-0.8369185,3,-1,736
8.076287,-41.281506,-33.92238,9,-1,737
47.069996,39.43002,-9.747861,3,-1,738
30.0886,-17.814535,16.610384,0,-1,739
19.219315,-9.044777,21.077448,0,-1,740
0.17675295,-45.188774,-22.265924,4,-1,741
-19.307667,38.755684,-6.786369,5,-1,742
-6.080832,-31.498379,-18.674498,9,-1,743
32.09954,-4.568575,-3.5212796,1,-1,744
-5.72074,-56.86456,-22.593699,4,-1,745
-3.838946,-12.424735,46.567726,7,-1,746
-13.920948,-33.567207,60.8149,2,-1,747
-5.1836877,24.000538,32.35334,6,-1,748
17.336554,-7.701958,40.81706,7,-1,749
29.605478,43.701744,-51.51744,3,-1,750
-31.598951,24.652388,-0.73282903,8,-1,751
23.75597,5.009261,-48.573254,3,-1,752
39.626682,-6.3279476,-24.741154,3,-1,753
-16.792624,10.0522375,16.222748,6,-1,754
-25.236792,13.683614,28.322985,6,-1,755
-37.09684,-31.081717,38.213974,2,-1,756
-6.905021,49.734585,-26.320353,5,-1,757
-6.162509,21.257372,8.496954,6,-1,758
41.81457,35.303528,-31.415232,3,-1,759
-16.773508,-29.902592,-11.4740925,9,-1,760
5.1052027,-41.646675,33.823685,6,-1,761
-15.980352,-33.50801,20.11201,7,-1,762
14.238142,-15.111851,-23.329617,5,-1,763
42.56489,5.8101196,-20.537075,3,-1,764
-22.495502,8.732855,29.824097,6,-1,765
11.909056,-13.8726225,-19.046532,9,-1,766
40.26872,-0.059318513,-29.32498,3,-1,767
2.7338011,-14.782862,47.85381,7,-1,768
-50.020332,12.577283,16.268967,6,-1,769
-8.901684,-11.869189,30.37688,7,-1,770
21.890547,28.38515,-25.683523,3,-1,771
4.773726,-26.1516,27.87734,7,-1,772
-13.676977,-50.508194,31.509928,7,-1,773
-24.76207,32.680656,16.630909,8,-1,774
-37.741947,-41.14388,13.031826,0,-1,775
22.846994,-15.617434,13.401792,0,-1,776
-18.771694,-42.469627,55.785038,2,-1,777
-32.817566,26.885271,-7.4663363,8,-1,778
-13.643977,-24.196262,30.148502,7,-1,779
31.87918,-12.4065895,-47.461166,3,-1,780
40.44133,20.473137,-10.009247,3,-1,781
-2.410319,-19.355364,-14.714441,0,-1,782
-10.919981,-29.194065,62.848476,2,-1,783
6.000055,-67.28842,-17.357391,4,-1,784
3.6633706,14.255025,-31.916801,5,-1,785
-42.206097,-2.5315056,23.425272,8,-1,786
24.811373,9.893771,-32.784065,3,-1,787
-35.582832,-29.187263,30.638206,7,-1,788
-21.450167,17.312584,-7.1302156,8,-1,789
-24.351767,-0.7233632,5.481568,9,-1,790
-18.445417,45.03418,11.864333,0,-1,791
-37.227978,5.5121,8.356595,7,-1,792
18.641542,-0.157923,27.765322,0,-1,793
26.48697,-47.670456,-4.088883,9,-1,794
40.78665,-16.799307,-2.5372584,1,-1,795
54.93089,22.680693,-1.8849612,3,-1,796
-11.151501,-57.62142,-19.47626,4,-1,797
10.493246,-34.325203,21.89977,7,-1,798
1.6379316,-44.34428,39.093414,2,-1,799
6.605942,-55.67424,-3.3442125,4,-1,800
34.850956,35.560356,-13.19982,3,-1,801
-39.268593,26.799929,-0.8931081,8,-1,802
-2.1537263,-42.882225,-15.131428,9,-1,803
-15.623926,-43.154335,8.22054,7,-1,804
1.8742563,-56.875095,16.945436,4,-1,805
-6.1214423,33.69385,-37.831257,5,-1,806
-25.627075,-41.215,28.136072,7,-1,807
20.676615,-27.941605,-25.979954,9,-1,808
22.043373,-0.8608695,1.3551747,1,-1,809
3.9604456,48.714127,18.943216,0,-1,810
30.921068,-18.064138,26.740664,1,-1,811
3.3214457,-46.086323,-13.388852,4,-1,812
-12.946726,13.55214,19.525463,6,-1,813
20.9708,27.760113,-13.300526,3,-1,814
-12.181818,37.335503,-21.1076,5,-1,815
35.547318,17.278095,-51.802235,3,-1,816
42.450382,0.45708582,17.883814,1,-1,817
5.9114575,27.26885,-19.775677,5,-1,818
12.922093,-7.0936995,9.119592,0,-1,819
-5.3107305,-15.364926,57.999542,7,-1,820
1.4895526,48.66408,24.463348,9,-1,821
-9.006879,33.230095,3.4135528,8,-1,822
-12.623415,29.15744,-28.766647,5,-1,823
1.4205298,-53.278633,-12.593028,4,-1,824
-49.676937,6.535232,15.927888,4,-1,825
22.44508,-8.540132,-56.95128,9,-1,826
-29.265009,-24.104319,56.502228,2,-1,827
-39.243362,-5.3049912,10.125098,4,-1,828
-12.26543,-17.854193,-9.024513,1,-1,829
52.236973,24.003359,-18.092085,3,-1,830
52.186325,-15.143177,-19.478355,2,-1,831
-6.2506185,12.717534,36.615482,6,-1,832
-1.0537629,-13.832003,13.194632,6,-1,833
-0.41413954,-17.09799,-10.845751,0,-1,834
-10.609109,-47.61955,6.0216575,7,-1,835
25.1871,8.899381,-24.656204,3,-1,836
35.886013,-24.551859,15.024535,9,-1,837
10.766026,-5.8158507,-37.929005,5,-1,838
-15.864349,20.643414,21.802872,6,-1,839
-11.963647,-35.38664,-18.2011,9,-1,840
-5.1228533,35.005062,-24.624731,5,-1,841
9.483957,-59.273163,-15.31964,4,-1,842
-20.375359,14.772246,4.9930453,8,-1,843
48.31671,21.517284,-3.9242067,3,-1,844
-10.365845,35.953785,20.022642,0,-1,845
-16.63524,9.615449,22.874353,6,-1,846
16.688898,9.48607,-16.10843,5,-1,847
-0.035223894,18.619946,45.610973,6,-1,848
-9.313483,-56.1616,19.886389,7,-1,849
-14.378766,-6.0916004,-6.727127,1,-1,850
32.965897,24.206366,-55.890606,3,-1,851
0.7310283,38.479664,1.2051239,5,-1,852
41.481575,16.732841,-19.802994,3,-1,853
-21.375626,48.251377,-0.6362931,8,-1,854
9.099036,-30.941835,0.55330294,9,-1,855
9.5510435,-44.293633,-16.065239,9,-1,856
-29.341576,28.41444,13.915144,8,-1,857
12.561226,-36.261547,-5.1252694,9,-1,858
5.483782,55.807133,-19.826221,5,-1,859
-26.300758,-38.636654,9.053502,7,-1,860
-15.77684,-44.755882,42.826904,2,-1,861
-24.854616,-18.236256,42.246426,2,-1,862
-11.677107,-14.514466,-4.982219,1,-1,863
-31.110914,35.57087,4.3912973,8,-1,864
43.65204,50.270264,-30.178968,3,-1,865
10.819661,22.499746,-2.778969,1,-1,866
17.849907,-60.165157,-3.831939,4,-1,867
-23.985634,34.288746,-12.320159,8,-1,868
34.42501,43.41066,-22.797852,3,-1,869
5.618832,26.41688,50.08153,0,-1,870
44.666588,34.224575,-24.112478,3,-1,871
7.569552,6.5191402,13.6022215,8,-1,872
7.6962667,12.713368,34.143215,6,-1,873
-25.86349,-23.080288,-15.032539,1,-1,874
32.924866,-20.945644,-20.963278,5,-1,875
-53.538147,16.025917,17.353647,7,-1,876
-24.936937,-5.3455076,4.2486033,1,-1,877
-48.416847,0.09683582,15.546112,4,-1,878
5.6464972,-41.104015,-7.9268646,9,-1,879
1.4240818,29.013748,-26.20265,5,-1,880
-29.903341,-19.15856,40.0109,7,-1,881
7.633675,26.266296,29.688766,6,-1,882
-33.71451,39.42533,11.7778635,8,-1,883
24.08329,26.499304,-40.263657,3,-1,884
-7.084434,-42.048164,-35.847202,9,-1,885
5.706459,6.502494,-30.232256,5,-1,886
27.92705,19.520573,46.944946,0,-1,887
21.164633,30.27615,11.467621,8,-1,888
-18.075058,-40.49441,26.243383,7,-1,889
-15.18392,-37.57712,15.088259,7,-1,890
-37.708767,-43.698494,24.3384,0,-1,891
6.156688,-36.27743,-22.972534,9,-1,892
-39.287254,-1.8149934,6.0713267,4,-1,893
52.389755,31.586956,-14.262028,3,-1,894
18.095444,24.803307,-40.1621,3,-1,895
-38.89693,-13.488559,41.940838,7,-1,896
-3.7968438,-59.37483,-7.7218313,4,-1,897
34.502922,-8.499917,-1.4157559,1,-1,898
-15.340163,-8.602739,-12.757214,1,-1,899
-3.6162918,9.685169,16.557737,6,-1,900
1.1410143,-29.52286,60.03473,2,-1,901
-26.383799,-30.284422,50.57672,2,-1,902
-33.72414,0.4412161,-22.559586,8,-1,903
-12.366588,12.819222,-34.05552,5,-1,904
-1.7510587,-23.851227,-26.413147,9,-1,905
21.70959,21.391193,-25.873775,3,-1,906
-35.281963,-48.856007,13.80154,0,-1,907
-16.652655,8.417157,-31.226082,5,-1,908
18.291763,42.75382,-18.383572,5,-1,909
-14.960432,-10.366284,6.7764225,1,-1,910
-30.243422,-24.712885,-12.686676,8,-1,911
10.090967,-4.7975044,-9.469391,5,-1,912
-1.4002426,-43.610775,15.249869,7,-1,913
-29.417778,26.443241,-38.9148,8,-1,914
46.961975,33.986595,-17.644833,3,-1,915
-1.3422475,1.8993121,46.488853,7,-1,916
-22.515932,12.777366,-35.078487,8,-1,917
23.160759,53.2555,-18.646301,3,-1,918
-28.253479,50.59316,-7.674322,5,-1,919
36.219215,26.524763,19.971792,6,-1,920
35.271217,11.630401,-38.290882,3,-1,921
19.687588,36.85502,-53.812405,3,-1,922
15.505769,-5.411914,-44.82999,3,-1,923
22.745499,1.3453175,6.388304,1,-1,924
-9.098536,-11.2344475,14.109352,1,-1,925
-13.622456,14.072354,-3.0459366,8,-1,926
6.72594,-21.024246,37.19249,7,-1,927
-27.384106,43.085083,11.10112,8,-1,928
-16.000256,30.228245,-16.057648,5,-1,929
-1.9749026,-50.108982,17.600712,7,-1,930
-2.2827907,23.64654,22.07507,6,-1,931
2.2668521,-12.011607,16.941776,7,-1,932
24.217543,2.6747224,15.900785,0,-1,933
3.7069666,-50.023216,-6.0347333,4,-1,934
-8.701252,28.60972,39.39796,6,-1,935
6.083147,14.674016,28.244715,6,-1,936
-15.5758,-24.073912,-2.955077,1,-1,937
40.067463,43.1035,-48.90697,3,-1,938
2.750131,-1.4517379,13.396169,0,-1,939
37.352345,30.250551,-55.441143,3,-1,940
30.302547,37.01354,-33.569874,3,-1,941
-7.0944095,-29.479921,-12.143689,9,-1,942
-33.01063,-47.670723,23.726416,0,-1,943
-18.795834,36.55909,-18.536024,5,-1,944
-14.36977,-6.233587,1.2941543,1,-1,945
-38.316303,-0.98653793,1.1629714,8,-1,946
26.84157,21.018044,-17.789557,3,-1,947
-12.551883,-18.248926,8.194811,1,-1,948
14.229883,44.825527,-11.994384,5,-1,949
-22.336945,-33.21545,-12.552465,9,-1,950
28.383307,44.89135,-45.122208,3,-1,951
-27.3924,-23.53291,23.2617,7,-1,952
30.313976,10.031219,-11.431488,9,-1,953
-7.071197,-41.543358,29.515364,7,-1,954
-5.4781504,-50.02726,-12.246047,4,-1,955
-9.436223,48.07516,-10.003785,8,-1,956
-26.813366,9.353464,55.55904,2,-1,957
6.0697923,-50.78773,-19.616014,4,-1,958
9.016265,56.344788,-25.889841,5,-1,959
33.867325,27.037594,-45.9278,3,-1,960
0.28451744,-18.10949,21.031258,7,-1,961
50.210667,5.5720997,-38.256016,3,-1,962
-22.765097,-18.682667,47.591076,2,-1,963
-21.232489,-36.392467,35.763977,2,-1,964
-18.993912,9.208149,9.364417,6,-1,965
-4.231844,7.9114695,58.609062,1,-1,966
12.561612,-1.5977749,-22.403107,5,-1,967
25.077785,30.199547,-35.789993,3,-1,968
42.68791,16.850952,-36.913857,3,-1,969
26.151924,-6.370761,-38.747147,3,-1,970
12.478754,-2.4769876,42.74783,7,-1,971
-38.486176,-40.68751,19.449057,0,-1,972
40.233208,45.804695,-34.695465,3,-1,973
7.133626,31.815083,29.071848,0,-1,974
-26.541758,29.831112,-9.944498,8,-1,975
-16.52331,-11.212373,54.830498,7,-1,976
-23.347155,24.140823,-11.573043,8,-1,977
47.19916,13.259573,-4.3042135,3,-1,978
34.31937,22.324055,-62.97798,3,-1,979
-17.417004,16.900578,27.847744,6,-1,980
41.74123,4.1117477,-38.762836,3,-1,981
7.755117,2.4954572,2.1525779,0,-1,982
45.692097,-18.837507,-0.7433207,1,-1,983
6.5202727,-50.84443,1.0363909,4,-1,984
-23.419895,15.507714,-14.050525,8,-1,985
-21.964243,-18.747202,-13.164401,1,-1,986
31.941612,29.319105,-23.808243,3,-1,987
1.9610113,-33.306137,22.540815,7,-1,988
-24.50162,33.270985,-33.2035,8,-1,989
39.79756,30.779623,-11.85647,3,-1,990
-46.013123,-5.5743794,-17.374086,1,-1,991
0.19939438,41.323616,-39.30136,5,-1,992
0.6323332,-50.10632,1.5244092,4,-1,993
-43.37337,-46.618774,28.075089,0,-1,994
14.772009,-21.993551,21.375156,1,-1,995
23.153973,13.490551,7.9052806,5,-1,996
23.362173,21.59393,-32.85233,3,-1,997
-42.462307,-0.17667177,33.752167,0,-1,998
-28.989645,33.581837,-27.77997,8,-1,999
